"GN01P"	"GN01P.o"	"GN02P"	"GN02P.o"	"GN03P"	"GN03P.o"	"GN04P"	"GN04P.o"	"GN05P"	"GN05P.o"	"GN06P"	"GN06P.o"	"GN07P"	"GN07P.o"	"GN08P"	"GN08P.o"	"GN09P"	"GN09P.o"
"4385501"	19	31	26	15	8	10	0	0	0	0	0	1	0	0	0	0	0	0
"4301240"	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"4479394"	0	0	0	0	0	0	0	1	1	2	1	1	2	2	0	0	0	0
"4475588"	0	1	2	0	4	1	0	1	3	0	2	2	12	10	24	18	8	7
"4417916"	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	0	0	0
"245585"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	1
"4375883"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
"2309197"	0	0	0	0	1	0	3	4	1	4	2	4	15	11	7	10	32	29
"4474189"	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
"3401603"	0	0	0	0	0	1	3	0	0	2	0	1	0	1	0	0	2	1
"2059268"	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
"2392106"	0	0	3	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0
"3459632"	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"4036168"	1	1	4	3	2	2	2	0	0	0	0	0	3	0	1	0	0	0
"4401275"	0	0	6	6	24	19	3	2	0	0	0	0	0	0	0	0	0	0
"4377663"	0	2	5	5	2	6	0	0	2	0	2	2	0	2	1	2	2	1
"2811010"	0	0	0	0	0	0	0	1	3	3	0	2	0	2	1	0	0	0
"4392408"	0	0	2	0	3	0	0	1	0	0	0	1	1	1	2	3	0	0
"3069114"	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"3569839"	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
"3555677"	0	0	0	0	0	0	1	1	1	1	0	0	1	2	1	1	1	0
"1573031"	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1932084"	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
"250836"	10	1	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
"4475968"	0	0	1	2	2	4	6	6	2	1	1	0	1	4	2	2	2	2
"4357540"	5	2	2	4	0	3	5	1	0	2	0	2	0	0	0	0	0	0
"4299182"	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
"4405579"	0	0	0	0	1	3	2	0	1	0	0	0	0	0	0	0	1	0
"3394691"	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4257212"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
"99945"	1	0	0	1	1	0	0	0	0	0	2	1	0	2	0	0	0	0
"4332893"	0	0	0	0	1	1	1	2	0	3	1	1	0	0	0	0	0	0
"4398626"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
"4338067"	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4041989"	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
"3313618"	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"244729"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
"4337828"	0	0	0	0	0	1	1	0	4	3	1	0	0	1	1	0	1	1
"1732164"	0	1	1	1	1	1	2	3	0	0	0	0	0	0	0	0	0	0
"4429918"	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"1959084"	0	0	0	1	1	2	4	1	0	1	3	0	0	1	0	0	0	0
"4412482"	0	0	1	0	0	0	2	2	1	1	1	0	2	4	1	0	0	0
"4403333"	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	3	2	2
"3784011"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
"4449120"	2	4	0	2	1	0	0	0	1	3	1	3	4	4	3	9	0	3
"4443130"	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	1	2
"4481081"	0	0	0	0	0	0	0	0	0	0	0	0	11	13	3	2	0	2
"1695945"	0	0	1	1	0	0	1	0	2	1	2	1	0	0	3	0	4	4
"3201085"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	14	17	6
"4402555"	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
"3569524"	0	0	4	0	0	2	0	0	1	0	2	0	1	1	0	0	0	0
"2900334"	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	0	0
"4329811"	2	2	1	1	1	2	1	0	5	3	9	10	13	14	11	9	14	14
"4466578"	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
"2609407"	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1665042"	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"2979060"	0	0	0	1	1	0	1	2	2	3	1	1	2	2	2	0	0	2
"3910494"	0	0	1	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0
"4082925"	1	1	2	3	3	0	2	1	0	0	0	0	0	0	0	0	0	0
"4484137"	7	10	8	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0
"4416656"	0	0	0	0	0	0	0	1	1	2	0	0	0	2	1	0	0	0
"2643707"	0	0	0	0	0	0	4	2	5	0	0	1	37	23	1	1	6	4
"4418364"	0	0	0	0	1	2	12	12	8	8	11	6	0	2	0	0	0	0
"2609531"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"245662"	0	0	0	0	0	0	2	0	1	1	3	0	2	4	5	2	2	2
"3967377"	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	3	0
"4354328"	0	0	0	0	3	1	20	23	3	1	8	5	0	1	0	0	0	0
"217239"	2	5	1	0	1	2	0	0	0	0	0	3	0	0	2	1	2	0
"4407527"	1	1	2	1	3	1	6	6	0	0	0	0	0	0	0	0	0	0
"4376943"	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2004420"	0	0	1	0	0	0	0	2	6	8	4	4	4	9	3	1	10	2
"2409903"	2	0	1	1	0	1	1	2	0	0	0	0	1	0	0	0	0	0
"159513"	0	0	0	0	0	1	4	1	1	1	4	2	1	0	0	0	0	0
"4361696"	0	0	1	1	0	0	6	0	13	7	3	10	11	8	4	6	7	4
"4394036"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
"239971"	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
"1108788"	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"245599"	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
"4344518"	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0
"3892695"	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
"2898369"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
"3844699"	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4447637"	0	1	0	0	1	0	2	0	2	1	2	1	0	1	1	1	0	2
"4400687"	0	0	1	4	10	9	1	0	1	0	0	4	0	0	0	0	0	0
"4197191"	1	0	1	0	0	0	0	3	1	2	2	3	0	1	0	0	0	0
"4331526"	0	0	0	0	0	0	3	1	2	0	1	2	1	1	0	0	0	0
"4325622"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2
"4355892"	2	2	13	26	8	8	1	1	0	0	0	0	0	0	0	0	0	0
"4253568"	2	2	6	10	10	17	0	0	0	0	0	0	0	0	0	0	0	0
"2805362"	1	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"3358423"	2	2	9	2	3	7	11	11	18	21	19	20	29	16	0	1	0	0
"2539038"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
"4441734"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	10
"4387376"	0	0	0	0	0	0	0	0	1	0	0	1	3	2	0	0	2	0
"4378804"	7	19	5	4	15	19	26	23	0	0	0	0	0	0	0	0	0	0
"4460622"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
"2292385"	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4404765"	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	1	0	0
"4375521"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
"3991581"	0	0	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0
"4335143"	7	3	5	8	1	0	1	1	0	0	0	0	0	0	0	0	0	0
"4340971"	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"4434179"	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"4408108"	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"4357487"	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4482457"	1	1	0	1	1	0	3	1	0	0	0	0	1	0	0	0	0	0
"4398292"	22	22	19	22	5	6	1	1	0	0	0	0	2	0	0	0	0	0
"4354478"	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1
"4374421"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
"236658"	0	0	0	0	1	2	8	5	4	2	7	8	3	6	2	0	3	0
"254697"	0	0	3	0	4	2	4	5	0	0	2	1	0	3	0	0	0	0
"4340354"	0	0	0	0	0	0	0	0	1	4	0	0	1	3	4	0	5	2
"4447198"	0	0	1	5	28	19	4	1	0	1	0	0	0	0	0	0	0	0
"248966"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0
"4053303"	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0
"249586"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	0	1
"4329829"	0	0	0	0	2	1	3	5	2	0	1	0	2	1	0	0	0	0
"3059022"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1
"4409431"	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"39534"	15	16	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2939637"	0	0	0	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0
"4086932"	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"3362404"	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"4416461"	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	1
"3362400"	3	2	3	4	0	3	2	4	0	0	1	1	0	0	1	0	0	0
"4023422"	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4453908"	1	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"4480100"	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	1	0
"4442050"	0	1	5	4	0	1	7	5	7	2	11	11	25	22	3	1	0	0
"3222157"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"3586851"	0	1	1	0	0	4	6	12	3	3	1	8	4	7	0	1	0	0
"3317246"	0	0	0	0	0	0	0	0	2	3	1	0	0	3	2	2	0	0
"4373677"	0	0	0	0	0	0	0	0	3	3	0	0	0	6	0	0	0	0
"4468788"	7	11	15	14	10	4	0	0	0	0	0	0	0	0	0	0	0	0
"3625178"	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	3	1
"4454616"	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
"3832800"	0	0	1	0	3	0	2	1	2	2	1	0	3	3	2	0	1	0
"4341025"	0	0	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0
"2021407"	0	0	10	11	17	12	1	3	2	1	0	0	1	0	0	0	0	0
"4479281"	0	0	0	0	0	0	1	2	0	1	0	0	0	2	0	0	0	0
"4436498"	0	0	0	0	0	0	0	0	1	0	1	0	2	2	0	0	0	0
"4479821"	0	0	1	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0
"3841378"	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4446039"	6	3	3	4	5	4	2	1	1	0	3	0	1	2	4	2	3	1
"4441581"	0	0	0	0	0	0	0	0	2	1	0	1	3	1	2	3	2	2
"247961"	0	1	0	0	0	0	0	0	1	1	2	4	2	0	4	2	2	1
"4444543"	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"4437964"	0	0	1	0	0	2	1	1	0	0	2	3	4	4	0	0	2	1
"3856485"	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0
"4379859"	0	1	2	4	1	2	3	3	1	2	5	0	1	2	0	1	1	2
"3471159"	0	1	0	4	1	5	0	1	1	1	1	0	0	0	0	0	0	0
"4316348"	6	11	5	8	4	4	0	4	1	4	2	0	4	6	4	5	4	5
"3180137"	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	2	4
"2887026"	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	4	2
"4422788"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1
"4378264"	0	0	0	0	0	0	1	0	0	1	1	0	2	1	1	0	2	3
"4471530"	1	0	4	7	17	18	8	4	13	7	10	15	5	8	2	0	0	0
"1819997"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0
"249579"	0	0	0	0	0	0	0	0	6	1	4	3	3	2	5	2	5	0
"254570"	2	0	2	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1
"4425478"	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"4332653"	0	0	1	1	7	1	0	1	0	0	1	2	0	0	0	0	0	0
"4159870"	4	3	1	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0
"4034476"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
"1715732"	1	0	2	1	2	0	1	0	2	0	2	2	0	1	1	3	1	1
"1833396"	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
"4368401"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"2969615"	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	2	1	2
"202318"	0	0	0	0	0	0	4	1	0	0	3	0	0	0	0	0	0	0
"2152700"	8	18	5	1	2	3	0	0	0	0	0	0	0	1	0	0	0	0
"2968587"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2
"1787797"	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1868810"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	3	2
"3987103"	0	0	0	0	0	0	3	1	2	3	2	2	3	6	6	5	6	3
"3213684"	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0
"4375657"	0	0	0	0	1	1	2	2	6	4	2	1	5	3	37	32	15	20
"4184652"	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"3787522"	0	0	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0
"2625392"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
"4360632"	0	0	2	1	0	1	0	0	1	2	0	1	0	1	2	1	2	2
"2804605"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"243609"	0	0	0	0	0	0	0	2	4	0	3	10	4	8	3	8	4	1
"4415808"	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0
"4336333"	1	0	3	6	6	6	1	0	1	0	0	0	1	2	0	0	0	0
"2629395"	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4478013"	0	0	3	2	2	3	5	1	2	0	1	0	0	0	0	0	0	0
"4334814"	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1
"4465046"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2
"4416037"	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
"4301659"	5	19	8	12	2	4	0	0	0	0	0	0	0	0	0	0	0	0
"2880587"	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
"2754686"	9	4	6	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0
"238794"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
"4178984"	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0
"3564093"	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	1	0
"199930"	0	0	1	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0
"1638571"	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	1	1	2
"4375841"	0	0	0	1	1	1	2	2	0	0	0	2	0	0	0	0	0	0
"4477571"	2	0	5	3	11	4	5	6	0	2	0	1	0	0	0	0	0	0
"2034262"	0	0	0	0	0	0	0	0	0	4	1	1	1	5	1	2	0	0
"4381182"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	78	97
"4354606"	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	3	1	0
"2221514"	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0
"3344026"	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	1	0
"4377019"	0	1	2	7	6	7	2	0	0	0	0	0	0	0	0	0	0	0
"4356696"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"4151820"	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0
"241617"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	3	0	1
"4436376"	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	3	1	3
"4417508"	0	0	0	0	0	0	0	0	1	3	1	0	1	0	2	0	1	1
"4413883"	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
"4375447"	3	0	0	0	0	0	0	0	0	0	2	0	2	3	2	0	3	2
"1133373"	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4433972"	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4326182"	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
"4387772"	0	0	1	0	1	0	1	2	0	1	1	0	0	0	1	1	0	0
"4441594"	0	0	0	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0
"4378720"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
"4279681"	0	0	0	0	0	1	1	0	5	1	4	1	3	1	1	3	4	5
"4378896"	0	0	1	0	2	2	6	1	2	8	4	0	0	1	1	1	1	1
"4437350"	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4388118"	6	3	0	3	0	3	4	3	0	2	0	3	0	2	0	0	0	0
"3321857"	0	0	0	0	0	0	1	1	0	1	3	0	0	0	0	0	0	0
"4365466"	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
"3374785"	0	1	0	2	2	1	0	0	0	0	0	0	4	1	0	0	0	0
"4121272"	0	0	3	3	2	2	2	2	2	1	1	2	6	2	2	0	0	0
"4269488"	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
"4398342"	1	2	5	7	7	10	1	0	0	0	0	0	0	0	0	0	0	0
"2224034"	13	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4358490"	8	9	9	6	7	3	7	8	1	1	5	2	0	0	0	0	0	0
"4482219"	0	0	1	0	4	2	4	6	1	0	0	1	0	0	0	0	0	0
"4456805"	0	0	0	0	1	2	1	1	0	2	0	0	0	0	0	0	0	0
"4482432"	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"203417"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0
"1756644"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
"4438414"	2	4	0	0	2	1	1	3	0	2	1	1	5	5	2	2	2	3
"2236940"	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"4356220"	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0
"3174760"	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4365714"	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"4415043"	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"4483859"	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0	0
"2146896"	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"3084093"	4	0	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0
"236747"	0	0	0	0	0	1	2	3	0	0	0	0	3	0	0	0	0	0
"4469309"	0	0	0	0	0	0	1	0	0	0	1	0	3	1	1	0	0	1
"4397562"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
"4408445"	0	0	4	2	0	4	1	1	0	0	0	0	0	0	0	0	0	0
"1529840"	1	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"3749715"	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
"1898607"	0	0	1	3	3	0	0	0	3	4	0	1	10	7	8	12	10	8
"4332680"	0	0	1	0	1	1	1	0	0	0	0	0	2	0	1	0	2	0
"2436860"	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4462330"	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0
"4445047"	0	0	1	0	1	3	9	16	69	71	53	47	42	36	20	16	10	10
"4326576"	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	0	0
"3286008"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
"4406574"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
"1983328"	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
"2570802"	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
"238745"	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
"3510823"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"4397265"	0	0	3	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0
"2472107"	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
"4097063"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
"4359975"	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"4372637"	0	0	3	1	4	10	16	11	5	4	12	6	3	3	0	1	0	0
"159252"	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2952103"	0	0	1	0	0	0	0	1	0	3	1	3	0	0	0	0	1	0
"257006"	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
"3701446"	4	8	5	6	2	2	0	2	0	0	0	0	0	0	0	0	0	0
"3478703"	3	2	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0
"4475144"	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4373124"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0
"4376443"	0	0	0	2	5	5	1	0	0	0	0	0	0	0	0	0	0	0
"2004417"	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
"4378661"	0	0	0	0	0	0	3	1	0	0	1	1	2	2	0	0	0	0
"4432031"	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
"3201759"	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
"3629722"	4	0	9	13	10	9	4	1	4	7	6	4	5	1	0	0	0	0
"4401618"	1	2	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0
"4420726"	0	0	1	0	5	3	10	13	7	8	7	8	33	21	13	7	4	2
"4404916"	0	0	3	2	4	1	1	0	0	2	0	1	2	1	1	0	0	0
"4235075"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"4365477"	226	298	174	178	37	33	12	10	5	9	5	2	4	7	4	2	1	0
"3343020"	0	0	1	0	0	1	0	1	2	1	0	1	1	0	0	0	1	0
"3759696"	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
"4368285"	0	0	0	0	0	0	0	0	0	0	5	1	3	1	0	0	0	0
"2417690"	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"2746832"	0	0	0	0	0	0	0	0	1	2	1	1	4	0	0	0	2	0
"2809525"	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0
"4450423"	1	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"4431573"	1	1	1	2	1	1	4	0	0	0	0	0	0	0	0	0	0	0
"139347"	0	0	0	0	1	0	0	2	5	2	0	4	1	6	2	2	0	0
"159106"	0	0	0	0	0	0	6	3	11	8	41	24	16	7	18	9	32	24
"4263468"	0	1	0	2	0	0	9	8	2	0	5	8	4	7	9	5	11	12
"3719667"	1	3	0	0	0	2	3	1	1	0	0	0	0	0	0	0	0	0
"2101678"	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0
"2267133"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	2
"4342164"	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"64245"	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
"3884906"	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
"4482087"	0	1	12	13	9	9	2	0	0	0	4	0	0	0	0	0	0	0
"161513"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"4463898"	6	4	36	31	24	26	3	5	0	0	0	1	0	0	0	0	0	0
"4469646"	0	0	0	0	0	0	0	0	2	1	1	3	1	0	0	1	1	1
"3852555"	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2997727"	0	0	0	0	0	0	1	1	2	1	2	4	2	0	2	0	0	0
"4443336"	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1
"237372"	0	0	0	0	0	1	3	0	4	1	5	2	5	6	4	0	1	2
"3719403"	0	0	0	0	0	1	1	2	1	1	0	0	0	1	1	2	0	0
"2068522"	0	0	0	0	0	0	4	2	0	0	1	0	0	0	0	0	0	0
"2986479"	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4300097"	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0
"4481573"	0	0	2	0	3	3	15	11	9	3	4	4	1	2	0	0	0	0
"3769664"	0	0	7	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0
"4481577"	0	2	3	5	4	10	0	0	0	0	0	1	0	0	0	0	0	0
"4479901"	0	0	0	0	0	0	5	1	0	0	0	0	0	1	0	0	0	0
"3832361"	5	1	9	8	1	10	11	9	15	8	8	6	21	10	2	6	7	2
"4363706"	0	2	11	6	9	10	1	0	0	1	0	0	0	0	0	0	0	0
"3671749"	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0
"238175"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"2606046"	1	0	1	1	5	2	1	1	0	0	0	0	0	0	0	0	0	0
"3715974"	0	0	3	3	18	13	1	0	0	0	0	0	0	0	0	0	0	0
"4355709"	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
"4408718"	0	0	0	1	2	1	2	2	0	0	0	0	0	0	0	0	0	1
"3090296"	0	0	0	0	1	1	6	4	0	0	0	0	0	0	0	0	0	0
"3510818"	0	1	0	0	5	6	7	7	6	5	2	10	7	5	3	2	0	0
"4361361"	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"2354638"	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0
